質問,回答
"ai<Ud82a529dbe432ef586e32bab55aa4335>: ご回答くださりありがとうございます
 Amazonなどのネットショッピングは問題なくできているためカードは正常に使えています
 もう一度注文してみます
 ありがとうございました","【公式】髪にドラマを。ホームケア(Channel ID: 2005643948): お手数をおかけいたします。
 どうぞよろしくお願いいたします。"
"ミ<U2ad400d059639115415952a621122929>: 黒澤美優
 09041207191
 miffy110603@gmail.com","【公式】髪にドラマを。ホームケア(Channel ID: 2005643948): ご返信くださいましてありがとうございます。
 ご登録・ご注文を確認させていただきました。
 

 注文確認メールのお届けについてご心配をおかけし申し訳ございません。
 

 稀に、メールの作成・送信に時間がかかり、遅れてのお届けとなる場合があります。
 確認いたしましたところ、2025-06-06 14:00頃にご注文完了のメールを送らせていただいておりました。
 

 もしも弊社からのメールが届いていない場合には、下記のドメインを受信できるように設定していただけますようお願いいたします。
 

 ▼髪にドラマを。ドメインはこちら
 @kaminidoramawo.jp
 

 なお、ご注文の詳細は、マイページからもご確認いただけます。
 こちらもぜひご利用くださいませ。
 

 ▼マイページ購入履歴はこちら
 https://shop.kaminidoramawo.jp/shop/customer/orders
 ご注文番号：24aab99c59"
しょこら<Uc571ca5132891447a89c95642c73e95e>: 注文について,
ち<U11010118d9347a283ca5fa097f3792b7>: 正しい使い方,
"👎<U83ca5e28a1456ef4f9bbb542326b8e3b>: ブースターシャンプーって
 シャンプーして2分置いて流してから
 ブースターシャンプー3分置きですか？","【公式】髪にドラマを。ホームケア(Channel ID: 2005643948): 夜分に失礼いたします。
 このたびは、お問い合わせいただきありがとうございます。
 

 「つるりんちょ。ブースターシャンプー」の使い方についてのご質問ですね。
 

 ブースターシャンプーを行う場合は、つるりんちょ。シャンプーでの泡パックは不要です。
 ブースターシャンプーの使用方法をご案内させていただきます。
 

 ◆ブースターシャンプーの使用方法
 

 １．まず、お湯で髪をよくすすぎ、予洗いします。
 

 ２．次に「つるりんちょ。シャンプー」を軽く使用し、すぐに洗い流します。※この時のシャンプーは“予洗い”のため、時間を置く必要はありません。
 

 ３．続いて、「つるりんちょ。ブースターシャンプー」を3プッシュほど手に取り、泡立てて髪全体を洗い、そのまま泡で3分間泡パックします。
 

 ４．3分経ったら、しっかりと泡を洗い流します。
 

 ５．最後に、「つるりんちょ。トリートメント」を中間～毛先につけて、すぐに洗い流してください（時間を置かずにOKです）。
 

 このように、ブースターシャンプーを使用する日は「予洗いシャンプー → ブースターで3分泡パック → トリートメント」の順が基本となります。
 そのため、「シャンプーして2分置く」という工程は不要です。予洗いのシャンプーはすぐに流し、泡パックはブースターの工程で行っていただく形となります。
 

 なお、通常の「つるりんちょ。シャンプー」のみをご使用の日は、つるりんちょ。シャンプーを泡立ててから3分泡パックしていただくのが効果的です。
 

 どうぞよろしくお願いいたします。"
yukari<Uf0ff7c308d838bce491aa770833ac33a>: 正しい使い方,
🐹<U67348635febf461d82ac135dd696ac85>: 注文について,
柿本美穂<Ufd370bca044ff12476037a91e293e058>: 注文について,
がんも<Udc8768b1411210bd6dfefa727d5c3ee2>: 正しい使い方,
"ミ<U2ad400d059639115415952a621122929>: 注文確定メールを確認しました。
 早速のご対応ありがとうございました！",
千花<Udb5dfad7596b754d6dcc893373224981>: 正しい使い方,
AKANE<U3cae2fe822f82bad76c034411a81b7de>: 注文について,
まめりお<U5277bc70fc34538f1885397c2b2470cb>: 注文について,
あずみ<U12aaec1d48be2b0117a64ce53b151b83>: 注文について,
mika nakashima<U9eb9f9cfd46fdc7a6b9518401878ebe2>: 注文について,
"MARIA<Ua236ab5298f4df084a11236d7717dc83>: ご注文番号：712bd152daで頼んだものです。
 1000mlのセットを定期購入しようと思っています。
 クーポンの紙がついてなかったのですが、クーポン番号送っていただけますでしょうか？メールも来ていませんでした。","【公式】髪にドラマを。ホームケア(Channel ID: 2005643948): お問い合わせをいただき、ありがとうございます☺️
 

 状況を確認いたしますので、
 ・登録氏名
 ・登録電話番号
 をお教えいただけますでしょうか？"
佑朱<Ufdf17b81bc375ca29abb9747c6e1286c>: 注文について,
miwa’s<U79d934ede57ac809b52f75a578f17972>: 注文について,
さなえ<U60f5a457ea9611ef588c66c26f626770>: 注文について,
"グリーン住マイル: 注文番号：【425398-20250607-0238946681】
 カテゴリー：返品・交換・キャンセルについて
 内容：トリートメントをさらりとから普通のトリートメントへ変更したい","【公式】髪にドラマを。楽天市場店: お問い合わせをいただき、誠にありがとうございます。
  
 ご注文画面でチェックをしていただきました通り、あいにくご注文完了後の商品の変更を承ることが出来かねます。
 ご希望に添えず申し訳ございません。
  
 商品は予定通り、発送の手続きを進めさせていただきます。
 発送が完了いたしましたらメールにてご連絡をさせていただきます。
 お受け取りのほど、よろしくお願いいたします。
 

 

 ご不要の場合には、未開封商品の返品を承ります。
 商品お受け取り後に、送料をご負担のうえ、1週間以内に下記までご返送くださいませ。
 

 ▼返送先
 〒545-0053
 大阪府大阪市阿倍野区松崎町4-3-5
 髪にドラマを。返品係 川畑宛
 06-4703-3600
 

 商品の到着を確認後、ご注文のキャンセル・返金手続きを行わせていただきます。
 どうぞよろしくお願いいたします。"
ふ🦔<U68e2c76b2629addede4798629de11dec>: 注文について,
なみ<U80d549f03c70ce70c4eae949bbdd96e0>: 注文について,
ちひろ<Ud40a8df8f6dcaa10c02d181ce5761746>: 正しい使い方,
いしき さやか<U4134ac9f7e1a971ef61eaa4d63fb850e>: 退会希望,"【公式】髪にドラマを。ホームケア(Channel ID: 2005643948): お問い合わせをいただき、ありがとうございます。
 

 状況を確認いたしますので、
 登録氏名
 登録電話番号
 注文番号（わかれば）
 をお教えいただけますでしょうか？"
こずえ<U75ca28aeb723dbaa9e96e03fa81a6c04>: 正しい使い方,
まんもん<Uf2f872ba628110da96e4cdfebd4b88f6>: 正しい使い方,
福原 明由実<U39977f8161d1019f8834af4014f666ed>: 注文について,
さや<U80054bbb072113210254e0e09287ece0>: メモ：6/7定期便を停止,"【公式】髪にドラマを。ホームケア(Channel ID: 2005643948): このたびは、「メモ：6/7定期便を停止」についてお問い合わせくださいまして、ありがとうございます。
 よろしければ、ご用件をお聞かせいただけますか？"
"marikoさん<Uf3a0c0d6a1dd1ebd2cf991e955df77a9>: 注文番号bfe704eb65です。
 昨日注文したのですが、取り消したいのですが出来ますか？","【公式】髪にドラマを。ホームケア(Channel ID: 2005643948): ご連絡ありがとうございます。
 

 当店では、ご注文をいただき次第すぐに発送準備に入っており、迅速なお届けを心がけております。
 

 そのため、誠に恐縮ですが、ご注文後のキャンセルは承ることができません。
 今回のご注文につきましては、お受け取りいただけますようお願い申し上げます。
 

 ■どうしてもご不要の場合には、お受け取り後の返品を承ります。
 

 以下の「返品について」の流れに沿って、1週間以内にご返送くださいませ。
 https://shop.kaminidoramawo.jp/shop/guide
 

 ご不明な点等おありの際には、お気軽にお尋ねくださいませ。"
ヨッシー1号<U0640604adf497d54d407871d37377948>: 正しい使い方,
紗弥<Ud033663d4c293048fed7daf30984abe1>: 注文について,
鍋谷星空<U6f71327e1cca9fc325c7ae8a3bcb9a76>: 正しい使い方,
sachiko<U1f7e70875c5e8256758a0ccac77fb8f5>: 剛毛にはむいてますか？,"【公式】髪にドラマを。ホームケア(Channel ID: 2005643948): お問い合わせありがとうございます😊
 「つるりんちょ。は剛毛に適していますか？」というご質問でございますね。
 

 つるりんちょ。シリーズ（シャンプー・トリートメント）は、幅広い髪質の方にご使用いただける設計となっており、剛毛や硬毛・太毛の方にもおすすめでございます。"
Aya.H<Uf6c13cb3916f700c105ea949ed2b1caf>: 注文について,
宮本有紀<Uc269f0d46392af1ef2eb27dc681e8915>: 正しい使い方,
"大本祐希: 注文番号：【425398-20250531-0612844173】
 カテゴリー：その他
 内容：レビューを投稿したのに、500円オフクーポンがもらえません。500円オフクーポンはいつどのようにもらえるのか。","【公式】髪にドラマを。楽天市場店: お問い合わせいただきありがとうございます。
 髪にドラマを。お客様サポート係です。
 

 レビュー投稿キャンペーンの500円オフクーポンにつきましては、
 2025年6月7日 20:36:58 に送信済みとなっておりますが、
 メールが見当たらない場合は、以下のリンクより直接クーポンを取得いただけます。
 

 ┏…★次回使えるお得なクーポンはこちら★…┓
 ・値引きプラン：500円割引
 ・ご利用条件 ：指定なし
 ・有効期限 ：2025年09月05日 23時59分まで
 

 ＼下記URLをクリックしてクーポンを取得！／
 👉 https://coupon.rakuten.co.jp/getCoupon?getkey=WFhOWS1IRzBRLUg5QzgtU0VEQg--&rt=
 ┗…★☆★☆★☆★☆★☆★☆★☆★☆★☆…┛
 

 ※クーポンの内容や利用状況は、楽天市場の「myクーポン」ページよりご確認いただけます。
 https://coupon.rakuten.co.jp/myCoupon
 

 また、使い方については下記ガイドもご参照ください。
 https://event.rakuten.co.jp/coupon/about/
 

 今後ともどうぞよろしくお願いいたします。"
